Column1;Listing;Price;SQMUP;Room Info;Area;Location;Ads
919;Apartament na dolnym Mokotowie - bezpośrednio;880000;18605;2;47.3;Mokotów;Oferta prywatna
920;Bokserska 71A | Nowy apartament | Wysoki standard;1699999;18612;4;91.34;Mokotów;Biuro nieruchomości
921;3 pokojowe mieszkanie w kamienicy z 1933r. balkon;1496000;17000;3;88.0;Praga-Północ;Biuro nieruchomości
922;Segment trzypoziomowy- 2 miejsca postojowe gratis!;699000;7281;5;96.0;Wesoła;Oferta prywatna
923;dwupoziomowe, Ostatnie piętro, Taras, bez Pcc;1800000;15235;4;118.15;Włochy;Biuro nieruchomości
924;Przytulne trzypokojowe mieszkanie na Zawadach;1230000;13977;3;88.0;Wilanów;Biuro nieruchomości
925;Mieszkanie - Warszawa Wilanów;1300000;17687;3;73.5;Wilanów;Biuro nieruchomości
926;Cichy, klimatyzowany apartament z klasą;1490000;15282;3;97.5;Wilanów;Biuro nieruchomości
927;Mieszkanie - Warszawa Mokotów;1200000;17935;3;66.91;Mokotów;Biuro nieruchomości
928;Prestiżowa lokalizacja przy parku Morskie Oko!;2799000;22756;4;123.0;Mokotów;Biuro nieruchomości
929;Styl, nowoczesność, lokalizacja;1914000;22000;4;87.0;Wilanów;Biuro nieruchomości
930;Rodzinny apartament z ogródkiem | Osiedle Patio;1990000;12872;4;154.6;Wilanów;Biuro nieruchomości
931;Apartament na sprzedaż w prestiżowym miejscu;3649000;13565;7;269.0;Wilanów;Biuro nieruchomości
932;5 pokoi I cisza I zieleń;1760000;12509;5;140.7;Wilanów;Biuro nieruchomości
933;Przestronny apartament 75m2 + 50m2 taras Wilanów;1580000;20919;2;75.53;Wilanów;Oferta prywatna
934;Atrakcyjne!/garaż podz.komórka/Stare Włochy/;759000;17651;2;43.0;Włochy;Biuro nieruchomości
935;Sprzedam lokal usługowo mieszkalny (FV 23% );1353000;22327;3;60.6;Bielany;Oferta prywatna
936;3 pokoje, Targówek, w pełni wyposażone, metro;799000;13207;3;60.5;Targówek;Oferta prywatna
937;Polecam mieszkanie 3 pokojowe;1073319;16900;3;63.51;Praga-Południe;Biuro nieruchomości
938;Mieszkanie, 34 m², Warszawa;675000;19853;2;34.0;Ursynów;Biuro nieruchomości
939;3 pokojowe na Biłołęce 2 ogródki obok tramwaju;626300;11775;3;53.19;Białołęka;Biuro nieruchomości
940;Mieszkanie - Warszawa Białołęka Nowodwory;734400;11803;3;62.22;Białołęka;Biuro nieruchomości
941;3 pokojowe na Białołęce balkon obok tramwaju;648800;12337;3;52.59;Białołęka;Biuro nieruchomości
942;4 pokojowe na Białołęce duży ogród obok tramwaju;813000;11503;4;70.68;Białołęka;Biuro nieruchomości
943;4 pokojowe na Białołęce balkon obok tramwaju;778300;11013;4;70.67;Białołęka;Biuro nieruchomości
944;Wyjątkowa inwestycja | Unikat | Zaprojektuj;3299000;16495;8;200.0;Żoliborz;Biuro nieruchomości
945;Lokalizacja / budynek / garaż;844000;16833;2;50.14;Wola;Biuro nieruchomości
946;Taras | Ogród | Super osiedle;1019000;11988;3;85.0;Włochy;Biuro nieruchomości
947;Pod klucz/apartament/inwestycja/metro/rodzinny/;1119000;10760;4;104.0;Bemowo;Biuro nieruchomości
948;Inwestycja/Apartament/Nowoczesne/51m2;80671133;15692;3;51.41;Ursynów;Biuro nieruchomości
949;Inwestycja/Apartament/Nowoczesne/31m2;53513690;16919;2;31.63;Ursynów;Biuro nieruchomości
950;Mieszkanie 36,46 m Ochota Idealne pod program BK2;675000;18513;2;36.46;Ochota;Oferta prywatna
951;Gotowiec inwestycyjny/Apartament/Urządzony/32 m2/;43981905;13642;1;32.24;Włochy;Biuro nieruchomości
952;Gotowiec inwestycyjny/Apartament/Urządzony/60 m2/;838462;13786;2;60.82;Włochy;Biuro nieruchomości
953;Bezpośrednio. Super lokalizacja. Garaż(3m)+komórka;1330000;22542;3;59.0;Wilanów;Oferta prywatna
954;Kawalerka 29,52 mkw, nadbudowa kamienicy z 1895 r.;619920;21000;2;29.52;Wola;Biuro nieruchomości
955;3 pok. apartament / wysoki standard ul.Sokratesa;1235000;19945;3;61.92;Bielany;Oferta prywatna
956;Sprzedam mieszkanie na osiedlu Pozytywny Mokotów;910000;22750;2;40.0;Mokotów;Biuro nieruchomości
957;Luksusowy apartament 119,3m2, Rezydencja Orłowicza;2990000;25063;3;119.3;Śródmieście;Biuro nieruchomości
958;Mieszkanie 69m2 Nowodworska;890000;12899;3;69.0;Białołęka;Oferta prywatna
959;Mieszkanie 3 pokoje na Miasteczku Wilanów;1269000;16610;3;76.4;Wilanów;Biuro nieruchomości
960;Super 2 pokoje, 10 min od metra Księcia Janusza;799000;18818;2;42.46;Wola;Biuro nieruchomości
961;Wykończone 3 pokoje na Nowolipkach;965000;15990;3;60.35;Wola;Biuro nieruchomości
962;Metro Wierzbno, 2 pokoje i osobna kuchnia;849000;16647;2;51.0;Mokotów;Biuro nieruchomości
963;Mieszkanie 3 pokojowe Omulewska 26B Warszawa;970000;15676;3;61.88;Praga-Południe;Oferta prywatna
964;3 Pokojowe mieszkanie 62m2, Gocław, Osiedle Forma;1149000;18532;3;62.0;Praga-Południe;Oferta prywatna
965;M2 do wprowadzenia Wilanów;550000;12791;2;43.0;Wilanów;Biuro nieruchomości
966;Mieszkanie 1pok. na Starym Mokotowie.;525000;18103;1;29.0;Mokotów;Biuro nieruchomości
967;Dwupokojowe mieszkanie z ogródkiem na Ursynowie;859000;18273;2;47.01;Ursynów;Oferta prywatna
968;Mieszkanie BEZPOŚREDNIO new kawalerka inwestycyjna;395000;17955;1;22.0;Włochy;Oferta prywatna
969;"#1 2Pokoje Parter 40m""Ogródek EcoOZE POMPA/PANELE";427101;12562;2;34.0;Śródmieście;Biuro nieruchomości
970;Dwupokojowe, odrestaurowana kamienica, ładny widok;550000;16820;2;32.7;Praga-Północ;Oferta prywatna
971;Mieszkanie 64,5m2 - Sprzedam bezpośrednio.;962000;14915;3;64.5;Ursus;Oferta prywatna
972;Śródmieście. Dwa pokoje. Dwustronne.;849000;16980;2;50.0;Śródmieście;Biuro nieruchomości
973;Śródmieście. Trzy pokoje. Loggia.;790000;15421;3;51.23;Śródmieście;Biuro nieruchomości
974;❗❗WYKOŃCZONY SŁONECZNY APARTAMENT❗❗ 5'Metro MORY❗❗;616000;15400;2;40.0;Ursus;Oferta prywatna
975;*Stylowe *Kamienica *Balkon *wysokość 3,8m*Centrum;1885000;29000;2;65.0;Śródmieście;Biuro nieruchomości
976;1-pokojowe mieszkanie 41m2 + balkon Bez Prowizji;1202100;28904;1;41.59;Wola;Inwestycja deweloperska
977;4 pokoje, 100m2, Wysoki standard ul. Cybernetyki;1780000;17764;4;100.2;Mokotów;Biuro nieruchomości
978;4-pokojowe mieszkanie 88m2 + taras Bez Pośredników;1183567;13300;4;88.99;Włochy;Inwestycja deweloperska
979;3-pokojowe mieszkanie 63m2 + balkon;804384;12600;3;63.84;Włochy;Inwestycja deweloperska
980;2-pokojowe mieszkanie 41m2 + loggia;633094;15400;2;41.11;Włochy;Inwestycja deweloperska
981;46m2 Mokotów 2 pokoje blisko Łazienek;785000;17065;2;46.0;Mokotów;Oferta prywatna
982;Sprzedam piękne mieszkanie na mokotownie;2220000;19910;4;111.5;Mokotów;Oferta prywatna
983;Willa Fiore | nowy apartament nr 8;4390000;28536;4;153.84;Bielany;Inwestycja deweloperska
984;MIeszkanie, 3 pokoje, 69 m2, III p;995000;14456;3;68.83;Praga-Południe;Oferta prywatna
985;2/3 Pokoje 60m2 Al. Niepodległości 33MetroWierzbno;819900;13642;2;60.1;Mokotów;Oferta prywatna
986;wys. 289 cm, gotowe, bez Pcc, z Kw;626400;15988;2;39.18;Włochy;Biuro nieruchomości
987;Ekskluzywna Kawalerka w Centrum z Klimatyzacją.;647000;23963;2;27.0;Śródmieście;Oferta prywatna
988;wys. 289 cm, deweloperskie z Kw;637160;15590;2;40.87;Włochy;Biuro nieruchomości
989;Atrakcyjne 2 pokoje na Miasteczku Wilanów;824500;17000;2;48.5;Wilanów;Biuro nieruchomości
990;Po Remoncie 2 pok. 41,1m2 Puławska Mokotów;749000;18224;2;41.1;Mokotów;Biuro nieruchomości
991;4 pok 83 m2 wykończone pod klucz + 2x garaż i kom.;1115000;13466;4;82.8;Białołęka;Biuro nieruchomości
992;Przytulne mieszkanie na Białołęce (2 pokoje);497000;14200;2;35.0;Białołęka;Oferta prywatna
993;Eleganckie mieszkanie z widokiem na centrum, 7 p.;890000;19778;2;45.0;Wola;Oferta prywatna
994;Sprzedam 4 pokojowe mieszkanie blisko centrum;1690000;15943;4;106.0;Ochota;Biuro nieruchomości
995;wyjątkowy apartament 155m2 + 100 tarasów;2590000;16710;5;155.0;Targówek;Biuro nieruchomości
996;Luksusowe 4-pokojowe mieszkanie na Bliskiej Woli;2130000;26955;4;79.02;Wola;Biuro nieruchomości
997;3-pokojowe NOWE Mieszkanie do zamieszkania;1750000;26515;3;66.0;Wola;Biuro nieruchomości
998;Trzy pokoje w kamienicy koło Placu Bankowego.;1250000;16437;3;76.05;Śródmieście;Biuro nieruchomości
999;4-pokojowe mieszkanie 87m2 + taras Bez Prowizji;955425;10893;4;87.71;Ursus;Inwestycja deweloperska
1000;3-pokojowe mieszkanie 65m2 + loggia;749841;11513;3;65.13;Ursus;Inwestycja deweloperska
1001;2-pokojowe mieszkanie 42m2 + ogródek Bez Prowizji;548079;12749;2;42.99;Ursus;Inwestycja deweloperska
1002;Komfortowe mieszkanie dla rodziny 2+2 - Bielany;1680000;19882;4;84.5;Bielany;Biuro nieruchomości
1003;Wyjątkowy apartament w świetnej lokalizacji w stan;3266000;24015;5;136.0;Mokotów;Biuro nieruchomości
1004;2 pok. mieszkanie. Wysoki standart z ogródkiem;650000;16319;2;39.83;Białołęka;Biuro nieruchomości
1005;3-pokojowe mieszkanie z ogródkiem, 57,1m2;610000;10683;3;57.1;Białołęka;Oferta prywatna
1006;2 pokoje/51m2/Praga-Północ;667000;12989;2;51.35;Praga-Północ;Biuro nieruchomości
1007;Przestronne mieszkanie z pianinem....;750000;12148;3;61.74;Śródmieście;Biuro nieruchomości
1008;Złota 44 | 131 m² | 3 sypialnie | 3 łazienki;6300000;47909;4;131.5;Śródmieście;Oferta prywatna
1009;Do remontu, dwa oddzielne pokoje, ul. Koszykowa 3;900000;19502;2;46.15;Śródmieście;Biuro nieruchomości
1010;Saska kepa 38m2 ul. Saska 2 pokoje balkon;549000;14260;2;38.5;Praga-Południe;Oferta prywatna
1011;mieszkanie w kamienicy Stara Praga;1320000;15000;3;88.0;Śródmieście;Oferta prywatna
1012;Nowe przestronne wnętrze 3 pok | komórka, garaż;1750000;22584;3;77.49;Mokotów;Biuro nieruchomości
1013;Warszawa Włochy Kawalerka Cegła Sprzedaż;526000;15016;1;35.03;Włochy;Biuro nieruchomości
1014;65 m2 | 3 pokoje z dużym balkonem | Praga-Południe;850000;13186;3;64.46;Praga-Południe;Biuro nieruchomości
1015;⇝ Mieszkanie o pow 39,50mkw +balkon, Bielany;700000;17722;1;39.5;Bielany;Biuro nieruchomości
1016;☀ Dwupokojowe mieszkanie na Kabatach do sprzedaży;850000;17526;2;48.5;Ursynów;Biuro nieruchomości
1017;Apartament w centrum Warszawy, wysoki standard;949000;24025;2;39.5;Wola;Oferta prywatna
1018;Sprzedam mieszkanie;2060000;17025;4;121.0;Ochota;Oferta prywatna
1019;Mieszkanie na kameralnym osiedlu, 2 miejsca garaż.;910000;16497;3;55.16;Ursynów;Oferta prywatna
1020;Mieszkanie do aranżacji w Browarach Warszawskich;3168000;36000;3;88.0;Wola;Biuro nieruchomości
1021;Mieszkanie Żoliborz;957000;13810;3;69.3;Żoliborz;Biuro nieruchomości
1022;Apartament z duszą w najlepszej lokalizacji;2550000;28022;4;91.0;Mokotów;Biuro nieruchomości
1023;Penthouse w Miasteczku | 4 sypialnie + gabinet;3250000;24343;6;133.51;Wilanów;Biuro nieruchomości
1024;3 sypialnie | Design| 2 miejsca parkingowe;3250000;27311;4;119.0;Mokotów;Biuro nieruchomości
1025;3 pokojowe mieszkanie na zielonym osiedlu Anina.;609000;11644;3;52.3;Wawer;Biuro nieruchomości
1026;Gotowe 70 m2- balkon, piwnica 14 m2, wysokie 3m;699000;9986;3;70.0;Rembertów;Oferta prywatna
1027;Premium Sokratesa 7, Piękne unikalne dwupoziomowe;1650000;19099;3;86.39;Bielany;Oferta prywatna
1028;Słoneczne mieszkanie na Pradze Południe;747500;11500;3;65.0;Praga-Południe;Biuro nieruchomości
1029;tuż obok starówki, Metro Uniwersytet;1000000;21231;2;47.1;Śródmieście;Biuro nieruchomości
1030;Osiedle przy Arkadii /4-pok. apartament do wejścia;2000000;21815;4;91.68;Wola;Biuro nieruchomości
1031;Luksusowy apartament z ogrodem 205 m2, jak dom.;3600000;25751;5;139.8;Praga-Południe;Biuro nieruchomości
1032;Nowe 4-pok, wanna i prysznic!Ul.Bokserska,Mokotów!;1599000;19620;4;81.5;Ursynów;Biuro nieruchomości
1033;Przy Parku Górczewska i stacji metra Bemowo!;768000;16000;2;48.0;Bemowo;Biuro nieruchomości
1034;Warszawa, Śródmieście, Nowy Świat;2600000;23636;4;110.0;Śródmieście;Biuro nieruchomości
1035;Sprzedam apartament;1500000;19587;4;76.58;Mokotów;Oferta prywatna
1036;38m2 tuż przy metrze!2-pok, prysznic!Garaż.Bez Pcc;749000;19566;2;38.28;Bemowo;Biuro nieruchomości
1037;Wyjątkowa kamienica z 1913 roku z windą. METRO;919000;23384;2;39.3;Praga-Północ;Biuro nieruchomości
1038;Wyjątkowa kamienica z 1913 roku z windą. Metro;919000;23384;2;39.3;Praga-Północ;Biuro nieruchomości
1039;4 pokoje*Stary Mokotów*Kamienica*Metro;1542143;16300;4;94.61;Mokotów;Biuro nieruchomości
1040;Wysoki standard*2 pokoje*Balkon 14 m2*Garaż;849999;16915;2;50.25;Bemowo;Biuro nieruchomości
1041;Ustawne mieszkanie 8 min. od Kolejki.;625000;10998;2;56.83;Ursus;Biuro nieruchomości
1042;mieszkanie 2 pokojowe Warszawa Ochota;530000;14722;2;36.0;Ochota;Oferta prywatna
1043;Zieleń. Kuchnia z oknem. Dwustronne. Ciche.;919000;17893;2;51.36;Śródmieście;Biuro nieruchomości
1044;Sprzedam apartament;1080000;20259;2;53.31;Mokotów;Oferta prywatna
1045;Mieszkanie z genialnym widokiem na Pl. Konstytucji;1750000;21373;2;81.88;Śródmieście;Biuro nieruchomości
1046;Apartament na Starym Mokotowie;1750000;21290;2;82.2;Mokotów;Biuro nieruchomości
1047;Jasne 4 pokojowe mieszkanie w zielonej części Woli;1670058;16900;4;98.82;Wola;Biuro nieruchomości
1048;Designerskie mieszkanie na Szczęśliwicach;2657066;28900;3;91.94;Ochota;Biuro nieruchomości
1049;Apartament z ogródkiem 450 mkw (!!!);3560000;17962;5;198.2;Bielany;Biuro nieruchomości
1050;Jasne mieszkanie z 40-metrowym balkonem;1690000;17245;4;98.0;Bielany;Oferta prywatna
1051;OKAZJA Mieszkanie 3-pok Garaż Piwnica BEZPOŚREDNIO;950000;15273;3;62.2;Wola;Oferta prywatna
1052;3 pokojowe mieszkanie z klimatyzacją dla rodziny;1350000;18544;3;72.8;Bemowo;Biuro nieruchomości
1053;Dwupokojowe mieszkanie na sprzedaż na Mokotowie;912600;16869;2;54.1;Mokotów;Biuro nieruchomości
1054;Przepiękne 4 pokoje kamienica przy Naruszewicza;2390000;20368;4;117.34;Mokotów;Biuro nieruchomości
1055;Bardzo widny, rozkładowy apartament na Zawadach;1780000;15478;4;115.0;Wilanów;Biuro nieruchomości
1056;"Kawalerka. Park ""Morskie Oko"",.";400000;18182;1;22.0;Śródmieście;Biuro nieruchomości
1057;Przytulne mieszkanie z widokiem na zieleń;1455000;16404;3;88.7;Praga-Południe;Biuro nieruchomości
1058;Komfortowe 2 Pokoje W Centrum Warszawy;990000;18000;2;55.0;Wola;Biuro nieruchomości
1059;Mieszkanie inwestycyjne w sercu Warszawy 71 mk;1270000;17887;3;71.0;Ochota;Biuro nieruchomości
1060;Dwupokojowe mieszkanie na Woli;988380;19000;2;52.02;Wola;Biuro nieruchomości
1061;BEZPOŚREDNIO | 3 pokoje | WYKOŃCZONE z architektem;655000;13100;3;50.0;Białołęka;Oferta prywatna
1062;Apartment | 3 bedroom| 2 bathroom | cond;2750000;25701;4;107.0;Śródmieście;Biuro nieruchomości
1063;Apartment 2 bedroom | optional 3 bedroom;2990000;25071;3;119.26;Śródmieście;Biuro nieruchomości
1064;4-pokojowe mieszkanie 91 m2 Sarmacka;1710000;18791;4;91.0;Wilanów;Biuro nieruchomości
1065;Dwupoziomowe mieszkanie na Tarchominie;740000;9487;3;78.0;Białołęka;Oferta prywatna
1066;2-pokojowe mieszkanie 43,6m2 Branickiego;839000;19243;2;43.6;Wilanów;Biuro nieruchomości
1067;Warszawa Gocław ! Blok Balkon Ogródek;669000;10453;2;64.0;Praga-Południe;Oferta prywatna
1068;3-pokojowe mieszkanie 57m2 + balkon Bez Prowizji;735076;12700;3;57.88;Włochy;Inwestycja deweloperska
1069;4-pokojowe mieszkanie 88m2 + taras Bez Pośredników;1147971;12900;4;88.99;Włochy;Inwestycja deweloperska
1070;2-pokojowe mieszkanie 40m2 + ogródek Bezpośrednio;604876;14800;2;40.87;Włochy;Inwestycja deweloperska
1071;1-pokojowe mieszkanie 39m2 + ogródek;569705;14500;1;39.29;Włochy;Inwestycja deweloperska
1072;Segment trzypoziomowy 143m2, NAJLEPSZA LOKALIZACJA;750000;5245;5;143.0;Targówek;Oferta prywatna
1073;3 pokoje. 500 metrów od metra Bemowo i parku;1350000;18493;3;73.0;Bemowo;Oferta prywatna
1074;Dwa oddzielne pokoje, widna kuchnia, ul. Koszykowa;900000;19502;2;46.15;Śródmieście;Biuro nieruchomości
1075;Apartament 127m2 na Powiślu vis a vis Parku;2890000;22756;4;127.0;Śródmieście;Biuro nieruchomości
1076;(3-4 POK.) 88m2/Odrębny duży garaż+zew.m.postojowe;1135000;12898;3;88.0;Włochy;Biuro nieruchomości
1077;BEZPOŚREDNIO, bez PCC, NOWE, 2023, wykończone;1650000;18333;4;90.0;Mokotów;Oferta prywatna
1078;4 pokoje / przedwojenna kamienica dla wymagających;2480000;22963;4;108.0;Mokotów;Biuro nieruchomości
1079;Brzeziny Residence | nowe mieszkanie A22;684200;8834;3;77.45;Białołęka;Inwestycja deweloperska
1080;PRZESTRONNE 2-pokoje || II piętro || Płochocińska;58124350;8886;2;65.41;Białołęka;Inwestycja deweloperska
1081;Osiedle Tawułkowa | piętro + poddasze 158m2 | 10D;699000;4424;5;158.0;Wawer;Inwestycja deweloperska
1082;Lokal w kamienicy Brzeska 18 | U5;761700;10473;3;72.73;Praga-Północ;Inwestycja deweloperska
1083;Bemowo/Kawalerka/30m2;510000;17000;1;30.0;Bemowo;Biuro nieruchomości
1084;Bez prowizji |Bez PCC | 3pok |WYKOŃCZONE pod klucz;699000;12482;3;56.0;Białołęka;Oferta prywatna
1085;Zielona Okolica I Balkon I Piwnica;775000;16996;3;45.6;Ochota;Biuro nieruchomości
1086;Jasne mieszkanie z dużym tarasem, widokiem na wodę;820000;19524;2;42.0;Ursynów;Oferta prywatna
1087;BEZPOŚREDNIO |GOTOWE do wprowadzenia |3pok|bez PCC;660000;13200;3;50.0;Białołęka;Oferta prywatna
1088;2-pok na Żupniczej + garaż, bezpośrednio. Metro M3;699000;18208;2;38.39;Praga-Południe;Oferta prywatna
1089;z windą | po generalnym remoncie | Saska Kępa;679000;17455;2;38.9;Praga-Południe;Biuro nieruchomości
1090;Blisko Pkp | taras 20 mkw | do remontu;745000;7650;3;97.38;Wawer;Biuro nieruchomości
1091;2 pokoje, Plac Unii Lubelskiej, Kamienica, Wysokie;1200000;26087;2;46.0;Śródmieście;Oferta prywatna
1092;kamienica/zamknięte patio/metro/piwnica;1050000;18650;3;56.3;Żoliborz;Biuro nieruchomości
1093;Świeżo po remoncie generalnym/balkon/piwnica/metro;885000;18061;3;49.0;Bielany;Biuro nieruchomości
1094;Mieszkanie z małym ogródkiem - kedyt 2%;559000;11180;3;50.0;Białołęka;Biuro nieruchomości
1095;Bielany Rokokowa 130 bezczynszowy apartament;1930000;11221;5;172.0;Bielany;Oferta prywatna
1096;3 Osobne pokoje/Balkon/Metro Wilanowska 3min!;725000;14979;3;48.4;Mokotów;Biuro nieruchomości
1097;Dwustronne/Piękny Widok/Loggia/Piwnica/Bus 3min;825000;14680;3;56.2;Mokotów;Biuro nieruchomości
1098;Nowoczesne Osiedle/Taras/Dolina Służewiecka/Sggw;990000;16926;2;58.49;Mokotów;Biuro nieruchomości
1099;3,5m Wysokości/Zabytkowa Kamienica/Złote Tarasy;910000;18384;3;49.5;Wola;Biuro nieruchomości
1100;2 pok/Kamienica/Narożne/Do wprowadzenia;680000;10968;2;62.0;Ursus;Biuro nieruchomości
1101;3 pok/ taras/ wysoki standard;849000;13163;3;64.5;Ursus;Biuro nieruchomości
1102;3 pok/narożne/wysoki standard/blisko parku;1100000;15493;3;71.0;Włochy;Biuro nieruchomości
1103;Mieszkanie o pow. 73 mkw / 2 miejsca postojowe;1089000;15050;3;72.36;Wola;Biuro nieruchomości
1104;107 m2 w Kamienicy na Starym Żoliborzu;2160000;20162;5;107.13;Śródmieście;Biuro nieruchomości
1105;Kawalerka z oddzielną kuchnią do remontu/ Metro;539000;15356;1;35.1;Wola;Biuro nieruchomości
1106;Mieszkanie do remontu w zabytkowej kamienicy;669000;16317;2;41.0;Wola;Biuro nieruchomości
1107;Lokal użytkowy z miejscem postojowym;399000;21000;1;19.0;Wola;Biuro nieruchomości
1108;Nowe wykończone mieszkanie, bez Pcc, parking;1220000;18769;3;65.0;Ursynów;Biuro nieruchomości
1109;Nowe wykończone mieszkanie, bez Pcc, parking;945000;20769;2;45.5;Ursynów;Biuro nieruchomości
1110;Przestronne, osiedle zamknięte, parking;899999;8467;4;106.3;Wesoła;Biuro nieruchomości
1111;Narożne mieszkanie z balkonem, Metro Bródno;635000;10016;4;63.4;Targówek;Biuro nieruchomości
1112;Przestronne 95m2 tuż obok Łazienek Królewskich;1399000;14773;4;94.7;Mokotów;Biuro nieruchomości
1113;Niesamowity apartament w sercu Mokotowa;2700000;18750;4;144.0;Mokotów;Biuro nieruchomości
1114;piękne 3 pok/ wysokie piętro/ wyjątkowy widok;860000;14215;3;60.5;Praga-Południe;Biuro nieruchomości
1115;do wejścia, wysoki standard, miejsce postojowe;1499000;16656;4;90.0;Wawer;Biuro nieruchomości
1116;świetne inwestycyjnie, z balkonem, stary Mokotów;549000;15250;2;36.0;Mokotów;Biuro nieruchomości
1117;Kawalerka z pięknym widokiem na Centrum Warszawy;740000;23176;1;31.93;Wola;Biuro nieruchomości
1118;Pięknie mieszkanie z ogródkiem;764000;16933;2;45.12;Praga-Północ;Biuro nieruchomości
1119;Lanciego, Metro Natolin, 65m,3 pok, garaż,balkon;990000;15205;3;65.11;Ursynów;Biuro nieruchomości
1120;Bielany. Dwa pokoje. Dwa balkony.;789000;14887;2;53.0;Bielany;Biuro nieruchomości
1121;2 pokojowe mieszkanie, po remoncie BEZPOŚREDNIO;779000;15215;2;51.2;Bemowo;Oferta prywatna
1122;3 pokojowe Ursus Hennela skm/km/pkp;875000;14302;3;61.18;Ursus;Oferta prywatna
